@RyanStar sooo pretty!!! wish i was there  haven't been to NYC for 8 years., 0
@Aimee_B_Loved I fear I may be one of said bots. , 0
@MrsMccracken Ouch , 0
im sorry i sucky jasonsechrest and missed Numbers last night  I looove u!, 0
Just found out that Tony Soprano's character is racist. I'm so hurt. Watching all this time and just finding out. What a shame.  , 0
@_CorruptedAngel don't do that! I was all worried, 0
Fred and Wesley are better than Fred and Gunn. At least I think so , 0
@longstride yes, 0
no prob...happens to the best of us at times lol @Djalfy Im surprising my self with my bitchiness today sorry everyone.. , 0
@joeymcintyre i left my books at home  so i will bring all of them in @ my next concert...sorry , 0
Homework while Morgan naos...  I would much rather nap with her!!, 0
or the universe is trying to tell me somethin. Either way today's plans may be off  , 0
Trying to convince self today is a good day to get things done... failing. I always hate when @bynkii is gone for a few days. , 0
Ren's last day here   Making orange glazed chicken w/ onions, 0
ironing and trying to find some clothes to pack my bag for next week... difficult decisions , 0
@ThisisDavina No live feed? like at all? omg, 0
Kinda sad bout the earrings I lost last nite!   can't wait till my boo gets home!  Missin her like crazy, 0
@Jamila29 @CWScooters Thanks for the TweetGenius heads up! I was ready to buy it today, 0
#BB10 - Freddie's voice is annoying me  Enjoying this series so far though!!, 0
last dcdp rehearsal weekend! , 0
Can't wait to go home and relax! Missing my baby , 0
I really miss my pool right now , 0
Cannnnnot get out of bed , 0
I REPEAT: WHY IS TIME SO DAMN OBSESSED WITH TWITTER? And why does Time India have so few of Joel and Lev's articles?   , 0
@scarletmandy It's quite funny going thru them all tho.. ROFL @verwon 's msgs to me haaaaahahaha.. breaks my ♥ to delete them , 0
alone again and again. i havent drink my orange juice, 0
@KimKardashian  i didnt know you were in London i wish i did know because then i could of come and see u , 0
@rudedoodle the terminators scared me , 0
@dat_ass , 0
@blleaf jajajajajaja.. @common_twitr jajajajaja wow.. and I feel like an addict  hahahaa.. thanks for those babe!, 0
 we didn't go out , 0
@markfred ok, 0
Just got out of church. Super sore , 0
@kellypxox Yep!!  When i first found out i was horrified. Do you dislike any of Nick's past girlfriends??, 0
Just found out ians allegic to peanuts. Hes doing well, 0
Sam Sparro - Black &amp; Gold. Aww, 0
@YaraQ8 25.... nt applicable in my case... , 0
@NickiJayni Me tooo!!!!!!!! How much have you actually written? Or typed?  I'm watching Come Dine With Me and doing History.  I just cba. , 0
I really don't want to go back to NY , 0
Still cleaning my desk  Really cba , 0
@qlamorous sorry.I just thought u guys hated places like that. lol But I was def happy to see u guys! &amp; then u guys left w/out a word. , 0
http://twitpic.com/6ubvr - They're cold wet and hungry , 0
Thunder's here! , 0
came home to an empty fish bowl  RIP suede., 0
Just like the song: oh what a nite, 0
@joeymcintyre R U comin back to UK, 0
 typo .... Let's try again: Happy Sunday! Watching &quot;How the Earth Was Made&quot; ...Palio Indians, 0
I still can't bring myself to watch the Key to Time DVD set. Ultimately it's an opportunity missed and I don't think it's worth my time , 0
@thisisdavina #bb10 thanks for taking the time for enquiring for us though. Shame they give you the same corporate shit , 0
Just Finished house work ahhhh my back hurts , 0
Bloody BBC have only just uploaded the Grand Prix to iPlayer. Now i don't have time to watch before apprentice.  #F1, 0
8:00pm! hmmm. tomorow is so near! nooooooo please! , 0
Gonna get my hair washed n blown at noon for 2 castings. Hope they won't stop loving me cos my hair is short. , 0
@bdlf90 Yes I'm fine, 0
Last night's #USMNT game was intense. Atmosphere rivaled Bears game. 4-1 Honduras to US fan ratio  http://yfrog.com/51hnvj, 0
@taste_eternity jealoussssss. I wish I was going back today , 0
People can be so bad you ... , 0
@KnifeForkSpoon Where's the cheese and wine tasting? vghuroendgr revision , 0
@janliz Im 43 but mine would be nearly that colour   I would just look ill I think!, 0
@ArunBasilLal well, 0
The more you earn, 0
@ThisisDavina i miss live feed , 0
Ok, 0
Is on his palm pre but gotta go to work n a lil bit  sucks..., 0
Couldent find my lucky lakers boxers today , 0
@gleepface  I'd get drunk with you , 0
@BrianLimond Ever seen this guy's interactive Flash vids? http://www.selfcontrolfreak.com/ Stick with #13 to the end... , 0
Cedric just died , 0
@hellaeva OH BABY EVA! I'm sorry  wtf dicks. Thats insane, 0
@MaxineBoyle_x noo asda aha  cos i never walked the customer to the item 8-), 0
I decided it's not a good idea for fair skinned girls to tan , 0
Driving my 10-year old to a week away at summer camp.... , 0
I hate to leave  in Miami, 0
1 week left of school. IM GONNA MISS U ALL! i wont see everybody together again!  at least no more homework..I LOVE ALL MY GIRLS AND GUYS!, 0
can't believe the redwings won 5-0 last night!  go pens go! x, 0
Starving but too exhausted to go get food.. , 0
Feeling stressed and wishing I could just spend the day in bed. , 0
Stranded at spinx because moms truck won't start. , 0
wearing my work uniform for the first time in months :-/i really havent missed it..off i go  while evri1 else enjoys there night .nt fair, 0
@Kim_c_x aha maybe there jelous of how close u n becky are , 0
Guildie asked me if I wanted to do U10 hard modes with another guild  not really keen on it., 0
It's gorgeous out and my cotton pants are too big for me , 0
@Sheinie That one was already taken.  For now it's @9thWondersUpdates it's not done yet I am working on it. :p, 0
Fascinating stuff but I am getting on with some work ready for Monday. No replies on how to combat #jetlag. , 0
someone stole marlboro lights from my back pocket last night. , 0
Im all ;___; right now, 0
Connors grad. , 0
no baking tonight , 0
Ughhh I'm so tired , 0
@nitch_art Hey i look forward to seeing your mighty guns ^^ also your twitpic don't work  REPOST! i need anouscka in my life hehe xx, 0
@GlitterGiggles I've been playing the sims most of today. It IS an addiction , 0
@EmilyNatanya  You should go to sleep then and hopefully feel better tomorrow!, 0
I hate the rain  It should be summer but then again this is England..., 0
@remembermaine but i can never be on time to hang out with her! Makes it look like i don't care. , 0
@mories23 I'm just going for a bath then pjs and bed with a DVD work tomoz , 0
Blah, 0
@MontyCola I don't know , 0
Recovering...what to do today?  Too bad it's not sunny enough to lay out , 0
@auri_2412 . . im bored  i want to speak to someone lol., 0
@joeymcintyre and how did book drive go in va beach? The rain didn't wash it away did it? , 0
Voice recital! Then back home to study math... , 0
@itsadribaby what's wrong , 0
hoje não passou The Beauty and the Geeks , 0
back home   Yael Naim - Far Far., 0
@regalclothing what a really cool t-shirt! i want to buy it, 0
Where did the weekend go?  You look forward to it &amp; it flies by too fast. , 0
&quot;hey, 0
Am annoyed with facebook. It won't let me upload my photos , 0
@KABclaire if it makes you feel better you have been there and I have not , 0
sweetie, 0
 Boo to that , 0
Not UTF, 0
i need to study for my instructors licensing exam... the test is on my birthday  boo, 0
Came 2nd In team Tennis (: Bored...=/  I Need To See New Moon Now , 0
@ParkerTechGuy My computer wojld have locked up after 2 live programs , 0
@Shawn5390 hope y'all have fun...I'm sad that I'm too old  lol, 0
I spilled pineapple juice down my shirt. Now my tits are sticky. Cleavage fail , 0
@ruthOUTspoken No its gone. No more duckie! Only three now , 0
@team_tank_girl can't believe u ran off before I gave u my answer! Now u'll never know.. tho I see from previous posts ur taken already , 0
@OfficalMballas I LOVE THE JERSEY BOYS!!!! my mom went to see them and is going again but wont take me  , 0
@metaflex the brooklyn hip hop festival? yeah ill def be there. im still waiting on my ticket tho , 0
@ddot1212 damn the mazdarati is getting laid to rest already , 0
rubbish weather   hopin to c dislicated shoulder boi nxt week yay !!! ha ha ive been owt for dinner was luvley x, 0
First phone update in a while. Trying to install leopard to play sims 3 , 0
so wish i was at nottingham arena tonight. i miss my keith and shane, 0
Smash why doth u reside in mass?? I need ur retardedness right about now , 0
got dumped , 0
at home with two sick boys.  I guess it made the rounds in our home.  , 0
really wants sims 3 but it is really expensive! , 0
@ThisisDavina Nooooo!!! Not fair. There ARE those of us who love live feed!   Grrr!!!, 0
@DutchGuyDotMe And there goes another institution... , 0
@jurgenhadley now this one's not working , 0
@Geraldy What happened , 0
@laydmaxix lol but its still not as fun when you know what happens , 0
@soaps3 Its like 45 minutes   I could probably drive closer but when I get into the city, 0
@watercrown Ah no  Maybe shoji does? &gt;8D, 0
is listening to the new Linkin Park song.  Crap., 0
@endoplasmic101 calm down. Think of the children. , 0
@BKsBliss88 aint nothin wrong with wine! Lol sorry lwe didn't get 2 meet up b4 u left , 0
@SteinerRecliner ugh.. spent a night stand with Steven Tyler in Jakarta a few years back. really special night.. and he never called me! , 0
poison_unspoken: Stranded at spinx because moms truck won't start. , 0
@Freshkid1  I would have loved it. Hot as ever, 0
@kRaZy_FrEaK495 i noe makes me feel like im a sucky fan for not buying them sooner! lol , 0
@DebbieFletcher Sorry, 0
@Bobbyyyb said theres black widows in the warehouse   , 0
@SirRichardTip I think maybe El Deportivo, 0
Day from Hell part two... E-Cam goes down and a patient projectile vomits with blood which I narrowly escape.  now the ADAC is acting up. , 0
@james__buckley Was you and the other lads at Carnival at Northumbria Uni the other day? Apparently you were meant to, 0
No matter how early I go to bed, 0
@chip_roberson I'm still working on the use of the twitter search API ... it seems they lag sometimes, 0
@peza679 Me too! I have Virgin Media and we lost Sky1, 0
girlicious new single, 0
watching hannah montana  lol and sniffing. i wish i could just sleep , 0
Thanx Heidi. Now I want some smores now.  And at a time where its time to get my body right.  http://myloc.me/2VSN, 0
I bought the wrong ice cream... , 0
im late for work! , 0
Only 40% of Finnish people voted on EU elections  It seems to be hard to understand where decisions are made these days., 0
@DebbieFletcher I can't enter the site ! I don't know what's goin' on , 0
double shift at the Annual Fund. In pain from the sunburn and feeling sick , 0
@staceypw got ur tweet 9 hrs too late , 0
ill . and I miss my old time stories ..  http://myloc.me/2VSW, 0
@thekelliejane  I &lt;3 Recoil too. Not JUST after Hep., 0
@Stealz10 it was cool...didn't do shit. I have been dealing with this migraine  how was yours?? Tell Kay V to get on twitter!, 0
@BeachSweetie Wish I was there! , 0
wow, 0
Oh, 0
@SamuelHorler I'm actually jealous...  I wanna' come up your house now just to eat cake and then go home. , 0
@claireychan ohhh hehe.. damn if it were the same event.. then i can see you!! , 0
@nbajwa: i too fail at waking up  well... Good morning, 0
Tweet grade = F.  Guess I didn't study hard enough... , 0
and no, 0
Was just about to do some work at the easel when I remembered my brother ordered cheese scones for tomorrow. No drawing today then , 0
i hate funerals! , 0
@chloeong @arthurtanzelin sigh...I opened mine already , 0
is thinkin that fever blisters on your lips stink!! Yikesm , 0
@janellecool i didnt wake up  i even ate applesauce to stay up!, 0
@M_Txbliss yup fo sho. Going into work at 12:30  Then laker game!, 0
me sick too , 0
Wants Jeff Dunhams DVD's , 0
#mummy, 0
this is like a deja vu of last year , 0
Its been two days in Nainital and I have not eaten momos yet! Disadvantage of coming  home without my sister.. I hate eating alone.  #fb, 0
Is freezing!! I miss warmth , 0
@samovarious A 15 min. viva and a 15 min. discussion of a prepared topic. My examiner is Québécoise which means her accent will be awful , 0
mikes sisters graduation is starting...reminds me of how old i am! , 0
just hanging out @ home with a broken leg.. damn  , 0
wants her throat to stop hurting , 0
I miraculously feel alright this this morning. @edadkins thinks it was done poisoning from my fav muffin  bad cream cheese!, 0
rrrise and schine ;) mm i smell my coffee...i miss coffee from set  i miss everyone from set     lol but i am home , 0
http://twitpic.com/6uc9j - Thsi is a picture of my brother (deads brother) in 2003. He died at 9 mos old. , 0
Got a blister from trying to unscrew an overtightened hose  I need tools. http://tinyurl.com/r4nwzk, 0
Cleaning the house , 0
omgosh.... i think never again..... blechh! throwing up while driving is NOT fun... , 0
@DebbieFletcher CLoses  tomorrow  but  the site wont load and let me vote , 0
What a 1st round upset! Tony Schu done , 0
@DashaFierce realizing what I want is almost impossible to get. , 0
I don't want to go home   http://twitpic.com/6uca0, 0
i need a new microsd card. , 0
Slow and easy morning. I don't feel good  Poor L has the sniffles and the runs., 0
I slept for 2 long, 0
I miss my babe , 0
@heymeghan I KNOW. I'M SO FREAKING MAD. i was going to ask to get it today too  FMLLLLL., 0
Feeling sick. I want eat but I can't. I wish I was home , 0
@Nicxo hope you feel better soon  xxxx, 0
@csquaredsmiles nausia (however the hell you spell it), 0
watching Cats and Dogs. Hungry , 0
Let's go for the last week of school. I think I'm gonna cry at the very end of it , 0
@BryonyRocks inooo i so cant afford it but need some. Been lookin on the internet but you have to buy in bulk so its well expensive , 0
I want to be a photographer on a journalism team at TwiCon, 0
Back in my Penthouse! My Girl didn't call yet , 0
@SaraLuvzDrew  *crying*, 0
Today is 1 year anniversary of the passing of my beloved cat, 0
Apprentice final tonight. All the tv series are coming to an end now , 0
my g1 just died  can't believe it, 0
I'm now Twittering the sermon: There's a national push 4 churches 2 b authentic, 0
Done cleaning the stairs. I'm officially done cleaning the stupid carpets. Oh it feels good to be done w/ that. More work to do though , 0
@kpThomas what's crystal castle? And u saw dj am and the yeahs yeahs? , 0
@bluemixed I'm not at Carmines. , 0
@Ml2xBoou Just McFLY, 0
Sunday.. My only day off , 0
Daddy went off w/o me. I offered to go as bodyguard, 0
Have to miss church again because of Amanda's piano recital this afternoon , 0
@Missypoo586 Im upset cause de undershippd the pre! i been lookin for one everywhere 3Cities 13Stores , 0
@lauraxestrella I know  I'll be returning it this evening, 0
I wish I had a car, 0
@OfficialBB BRING BACK THE RED BUTTON FOR GODSAKES, 0
Just realised I missed my 3000th tweet.  @ToxicGiggle stole it, 0
There was no one in the building last night  No guests...no breakfast   Oh well...today we have guests...so tomorrow there shall be food, 0
Getting ready for work.... I leave in about 30 mins but I have to wait on my ride  Not driving sucks but I can't afford it anyway..., 0
We're trying to support local restaurants for lunch but the first four places we tried today were closed.  , 0
bored as ever , 0
Make that might go home tomorrow night. , 0
Moms took too long gettin ready and they were packin up the farmers market when we got there , 0
@TJLind aww... i was looking forward to ordering too... , 0
turns out not eating is the symptom, 0
@rentthebwaytour I wish you guys would make a tour stop at Singapore! I never had a chance to catch it on stage , 0
@JustAliceCullen I dont have bonding time with my parents ... , 0
Another 100 plus bucks for takin the baby Jayd to the vet. Got some sort of allergic reaction to something. What next my gosh  ?, 0
Also, 0
Very Hungry , 0
@aviraj..hey commenting a little late. but yeah money doesnt like my wallet too.. , 0
i'm so bored and sick!!!  but i don't feel bad that is good, 0
@shsraiderband94  haha. i need a boyfriend , 0
SO very bored though I'm not sure who reads this could do with more followers tbh... Lonely , 0
my tummmmy hurts  &amp; mrs. whitney needs to grade my author report faster! -___-, 0
@jessicawhite it says the yeahyeahyeahs show is sold out. nooooo! if i cant find a cheap ticky, 0
Im bleeding somewhere i shouldnt be D: im scared. Secret time: never have anal , 0
@lbutlr On my mere iMac it causes badness , 0
@Mimidncr96 LMAO HAHAHA WOW! What in the world? Lol can you stay on like 30  more minutes so i can yahoo with you , 0
I hate my nose , 0
@FaketragedyCom We get 4 weeks off a year, 0
Gotta work on math , 0
Ahh, 0
@CoCo_Rene thank u , 0
Don't wanna go to school tomorrow... it's going to be sooo boring , 0
@JellyHelm Damn. And here I thought the xo was for us. , 0
so dissappointed to find out that Perez Hilton is Cuban. , 0
@katie_clarke my brain hurts from WAY too many drinks , 0
cold again, 0
Woke up. Still a wee bit sick.   Work today , 0
@keekster_keek not yet  he may not call, 0
@sandflea82 the impression is badass. ill get you a link. and OMFGOMFGOMFG , 0
What's worst is I can't relax. I never know if or when the howling will start again. I'm always on edge. , 0
Having a CBA day today , 0
Dislocated 1 toe in 2 places today. ouch! , 0
Pretty tight service. Off to mow our lawn , 0
@cmvikner  feel better (i had to look it up, 0
The Nokia N97 is available on pre-order in the Philippines Jun16-18. http://www.nokia-ph.com/n97preorder/ INGGIT AKO. , 0
Don't know if I will buy the new Dave Matthews Band album.  The reason I listened to them is no longer with us.  RIP LeRoi Moore , 0
Sitting at home. Missing my boy , 0
just wokeup and brushed my teeth, 0
@ktoint83 ok im sorry i'll shut up! , 0
My removeable harddrive has stopped working  All my series, 0
@or_sh That was after the hairdressers lol  Oh well. My world doesn't revolve around my hair looking good, 0
I tried to go asleep but it's just not happening  .... My sister orderd pizza and it was yummy , 0
I just feel like bursting into tears  i cant deal anymore..., 0
Getting ready beforre work....   , 0
@TarynJanine awww  well ditto!, 0
Working all day  damn, 0
@tommcfly haha , 0
i'm VERY tired and of course my brother has all the energy in the world  this is going to be a very long day , 0
@steve228uk did u understand the last house? the ending was just so confusing , 0
and so did mitchel with me , 0
@kRaZy_FrEaK495  wow i think they shuld start tweeting the tix going on sale! xD, 0
Jst come in i am freeezing  and sooo confused boys these days  x, 0
listening to online lectures..ugh! , 0
I'm having a very bad day , 0
@thedreamteam09 Daammnn I'm @ work! Maybe nxt week! , 0
Today is cold. , 0
Why don't they have Gardening Mama for DS at the walmart in Broussard , 0
@beautebyashleyk WHY? What happened to giving it another shot in November?! NO ASH! Don't give up!  I didn't win Miss NY til my 4th try!, 0
I enjoy being so hopped up on cold meds that I forgot what day it was, 0
Bruised ribs  and everything else from the lake. Ouch, 0
@Mimidncr96 ugh  well at least i got to talk to you and no your ok! mwah i love you angel!, 0
@klaranyman yes i think i am sweety! wanna grab a coffee someday and talk a bit?  hurru, 0
@Kdubbb that sucksssss man  are there any other ones?, 0
@kacrowe well that's good!! My shift is almost half way done too!! I worked a double today though ugh , 0
@santospatty ahaha shut up  I can't feel the lower half of my body ]];, 0
can' find &quot;falling&quot;..  , 0
@meegusmaster aww.   I get sad when cars die., 0
I can't chat w/ my friends  I don't know why , 0
 im jealousssssss lol..layed up in bed doing h.w.., 0
@ThisisDavina Poor you, 0
Blaaahhh. Work is wild slow man but becky is meeting me at work so I have to stay , 0
I missed the sales for the blink 182 concert in Toronto!  can somebody help me?, 0
Snot = dreary. And drippy ... , 0
@KM_Productions I can't. I have to work &amp; i have no way to watch the ep.  sorry. Have fun tho!, 0
I miss my bf. , 0
@yelyahwilliams the pic you posted can't see..! , 0
@bekki_x haha, 0
Kat singing one of my favorite songs: http://bit.ly/9pBE8  dude my rents wont let me go watch Kill Bill at ben's! , 0
@schweick13 I am lost. Please help me find a good home. , 0
@Liz_Hatch no TV coverage this year  ABC has a chopper following the race but they chose not to broadcast anything until 5:30, 0
Re reading Eclipse &amp; wishing my nails would stop peeling &amp; breaking so i could paint them , 0
Today's gonna suck. Running errands all day , 0
This is Duchess's mommy talking to tell you that Duchess is at the vets for a week. , 0
sunday evening now! the weekend is over  ... so fast!  school again tomorrow , 0
@PurpleMuffinMan *sobs* i nver get to belfast anymore , 0
@iricochet but shes ugly  *&amp;&amp;X?, 0
@l6ve I wanna be layed up with yall , 0
@Victoria_Miller quiz ...what quiz , 0
@mrs_mcsupergirl ACK! I'm having one of those days too , 0
http://twitpic.com/6ucm3 - last day of school  my class!!, 0
HAHA. @shwood convinced me to try friendorfollow. No one who i follow is following me back. even huge fans , 0
I feel like I've been stuck here forever. Its so dead. , 0
i want my phone , 0
noooo! please dont tell me she left , 0
I just added a ton of pics to my mysapce. I'm going 2 set up another FB soon, 0
omg there's rent dates for both Japan and Korea! Why am I not there at the right time???  , 0
MY PHONES BEEN DEAD SINCE YESTERDAY MORNING AND I CANT FIND MY CHARGER!! , 0
@RickyDeHaas I knoow  much too long! if your ever in Vancouver let me know , 0
Still can't use my #PalmPre yet.  My number port request finally got approved though, 0
@joeyanne  So far I seem to be very good at creeping other Sims out... ooops , 0
Okay NYC feels like a desert today!!!! i swear i saw an igloo but it was just a mirage , 0
I have sore throat , 0
wish i was a nicer person.  and i wish i swore less too. not a good day , 0
is seriously bored. MY GOD  http://plurk.com/p/z5g9i, 0
@jojomoyes sorry to hear it was 6 chickens too late , 0
demi or Miley arent twittering today  either is the Jonas Brothers (, 0
@_nicmac We should!! I wish we could make the weather , 0
Ugh, 0
@SbUxPrInCeSsK awwww , 0
Sign of the times: Admiral's Club no better than sitting at the gate waiting for my flight , 0
my poor cat is having her last meal before going in to have her thyroid removed tomorrow morning , 0
@ChrisCuomo Happy Sunday to you too!  Your garden is gorgeous!   I have no green thumb at all. , 0
bored as sin, 0
